video_id,title,channel_title,content_category,publish_country,published_day_of_week,views,likes,dislikes,comment_count,age_group,locality,platform
GjwjzIFcX7U,Marvel Studios 10th Anniversary Announcement â€“ Class Photo Video,Marvel Entertainment,entertainment,us,thursday,1710625,73009,551,5913,25-34,Adyar,youtube
AJUiQU8-w8E,Which is Worse For You: Sugar or Fat?,SciShow,education,us,wednesday,434947,14126,1174,2857,35-50,Tambaram,youtube
jYuQzAxBVZU,"Benedict Cumberbatch, Tom Hiddleston and Tom Holland dish on 'Avengers: Infinity War'",Good Morning America,entertainment,us,monday,819306,18652,256,1362,18-24,Adyar,youtube
gau41b7_Hqs,How To Prep Before Grilling The Most Powerful Person On The Internet (HBO),VICE News,news & politics,us,thursday,270661,2303,336,685,13-17,Anna Nagar,youtube
DW7LqkHzSwE,The Best Money-Saving Beauty Tips,As/Is,people & blogs,us,monday,198905,4577,547,311,18-24,OMR,youtube
13hdKXfku4M,Count On Christmas Performance ft. Bebe Rexha | A CHRISTMAS STORY LIVE,FOX,entertainment,us,monday,39445,1516,47,132,50+,T Nagar,youtube
51cbHTKdILA,DUA LIPA - NEW RULES (Leroy Sanchez LIVE Cover),Leroy Sanchez,music,us,saturday,233434,21325,299,1851,18-24,Velachery,youtube
IgEcA4RT3tw,NFL Star Antonio Brown Shows Off His Insane Mansion and Sneaker Collection On Complex Closets,Complex,entertainment,us,monday,788036,13952,481,1085,25-34,T Nagar,youtube
Y-R3QdTGeLg,BODYARMOR Sports Drink | James Harden Thanks...,DrinkBODYARMOR,sports,us,wednesday,384434,498,57,132,25-34,T Nagar,youtube
4h-XOckOwN8,What Happens If You Fill Up a Car with Coca-Cola?,TechRax,entertainment,us,friday,1853057,45310,7744,8009,18-24,Anna Nagar,youtube
2v4-L4PkV9U,I pranked him... then I BOUGHT him his DREAM CAR!! **emotional surprise**,FaZe Rug,gaming,us,friday,2736265,116178,4316,8252,18-24,Velachery,youtube
gDXwhHm4GhM,Everything Wrong With Thor Ragnarok In 15 Minutes Or Less,CinemaSins,film & animation,us,tuesday,3373401,70508,7729,9409,18-24,T Nagar,youtube
RrhSJzM8NLE,alt-J - Pleader (Official Video),alt-J,music,us,wednesday,384420,12145,504,787,25-34,Velachery,youtube
IbVR4kzVQrk,John Mayer And Nicki Minajâ€™s Twitter Flirting | WWHL,Watch What Happens Live with Andy Cohen,entertainment,us,tuesday,109021,706,129,159,25-34,Adyar,youtube
xutm6oMTBw8,Measuring RPM with a spectrum analyzer mobile app,Matthias Wandel,howto & style,us,tuesday,89337,3371,142,323,25-34,Velachery,youtube
cUMQfRrqOs8,DIY Miniature - Winchester Mansion,The Square to Spare,howto & style,us,saturday,90661,3818,86,481,25-34,Velachery,youtube
OQkfDJ2zVNo,Trump Calls Non-White Countries S**tholes: The Daily Show,The Daily Show with Trevor Noah,comedy,us,friday,2898576,52749,14777,25614,13-17,Tambaram,youtube
ItYOdWRo0JY,Selling My iPhone X To a Machine at Walmart,TechSmartt,science & technology,us,tuesday,3631775,43038,44500,12476,50+,T Nagar,youtube
_JhaVNJb3ag,Heart-Wrenching Video: Starving Polar Bear on Iceless Land | National Geographic,National Geographic,pets & animals,us,monday,792814,12441,1837,5493,35-50,Adyar,youtube
WUFpGGe8U_E,Brantley Gilbert - The Ones That Like Me,BrantleyGilbertVEVO,music,us,thursday,167689,5447,182,279,18-24,T Nagar,youtube
0Rt329xQUjM,Brad and Sean Evans Make Cast-Iron Pizza | It's Alive | Bon AppÃ©tit,Bon AppÃ©tit,howto & style,us,tuesday,289999,10239,173,1213,50+,T Nagar,youtube
WACO9TqZEh0,CHEESEBURGER ðŸ” INSIDE OF ðŸŸ FRENCH FRIES,HellthyJunkFood,entertainment,us,sunday,651498,14553,869,1696,25-34,Adyar,youtube
BXnGUUsdnR8,I Let My Dog Walk Me For A Day!,Guava Juice,entertainment,us,sunday,987571,23020,2049,5650,18-24,Adyar,youtube
n_WjhsuLvw8,CNNâ€™s Alisyn Camerota Confronts Literal Nazi Running For GOP Congressional Seat in Insane Interview,RealNewsNetworkMedia,people & blogs,us,thursday,33021,237,190,739,35-50,Porur,youtube
dRfvXL-m7O8,Who's a U.S. citizen? | Lineup | Cut,Cut,entertainment,us,tuesday,883022,24062,604,1957,25-34,Adyar,youtube
n5IdKE3rhII,Queer Eye's Jonathan Van Ness Insta-Stalks the Fab Five,ELLE,howto & style,us,wednesday,325929,10225,189,280,25-34,Nungambakkam,youtube
fDRrqJU4-Tk,SEASON 4 | ANNOUNCE TRAILER,Fortnite,gaming,us,tuesday,3952820,87060,2946,13846,13-17,T Nagar,youtube
OvHskUT3XTI,FACING DEATH: What Doctors Donâ€™t Talk About,Violin MD,people & blogs,us,saturday,138350,3184,258,595,25-34,T Nagar,youtube
WAwRrtH-4Lg,My Horibal Speling,TheOdd1sOut,comedy,us,saturday,7379281,378450,4796,78920,35-50,T Nagar,youtube
aB-UKwO367s,Film Theory: How Star Wars Theories KILLED Star Wars: The Last Jedi!,The Film Theorists,film & animation,us,friday,2816260,110660,9917,33721,18-24,T Nagar,youtube
TmzVBGf6uKk,"Shawn Mendes - Lost in Japan - Choreography by Jake Kodish ft Sean Lew, Kaycee Rice, Jade Chynoweth",Tim Milgram,entertainment,us,wednesday,684916,35154,245,1750,18-24,Adyar,youtube
rRzxEiBLQCA,TWICE Heart Shaker M/V,jypentertainment,music,us,monday,18195959,754791,65326,127305,18-24,OMR,youtube
tYFYoLEO0dM,The Cranberries - Dreams (Music Video HQ),CrossKut316,music,us,friday,114105,621,2,45,18-24,T Nagar,youtube
xlQLyAOQXjQ,The FULL COLLECTION of 7-ELEVEN MAKEUP TESTED - Hits & Misses,Tati,howto & style,us,wednesday,1024563,37774,1322,5105,25-34,Nungambakkam,youtube
kDiJh8loTOE,Falcon Heavy and 9 static fires - What you need to know!,Everyday Astronaut,science & technology,us,wednesday,193633,6572,104,587,35-50,Tambaram,youtube
6Km34EXxGZ4,I React to Mean Comments,TheReportOfTheWeek,entertainment,us,sunday,2146487,116915,3937,26413,18-24,Anna Nagar,youtube
T8lWjQRhQXY,Lady Gaga - Your Song (Audio),LadyGagaVEVO,music,us,thursday,3963229,161067,4353,12799,13-17,T Nagar,youtube
lJkXbzQPIkM,WHAT'S THE BEST HOLIDAY GIFT?/ GABY & ALLISON,Just Between Us,comedy,us,monday,61757,3882,70,319,13-17,T Nagar,youtube
gEHCXl4J9Qo,Taylor Swift - â€œNew Yearâ€™s Dayâ€ Fan Performance,ABC Television Network,entertainment,us,friday,2498463,75023,1925,3483,35-50,T Nagar,youtube
gR0pSSISaVk,"Ronda Rousey helps Natalya fend off Absolution: Raw, April 16, 2018",WWE,sports,us,tuesday,4992619,49407,3032,5110,25-34,T Nagar,youtube
yN7N0P2TxHQ,Thirty Seconds To Mars - Dangerous Night (Audio),ThirtySecondsToMarsVEVO,music,us,thursday,628932,39985,1664,4835,18-24,Adyar,youtube
fyRwjMZFeJ4,BeefBot steak cooker,Bruce Land,science & technology,us,friday,88609,579,747,352,35-50,Anna Nagar,youtube
li5fmOV33hE,Best in Show Ceremony | WESTMINSTER DOG SHOW (2018) | FOX SPORTS,FOX Sports,sports,us,wednesday,62844,435,58,124,35-50,Velachery,youtube
GGvP6e56ja4,Human Flaming Hot Cheeto Challenge,Good Mythical Morning,entertainment,us,monday,844531,16388,1202,1766,25-34,Nungambakkam,youtube
ZhtQAeRH8XE,New Gear for the NYC Office!! (+ How I Organize Footage),Sara Dietschy,film & animation,us,friday,43693,2110,81,449,50+,OMR,youtube
GHV7esppYzg,Samsung The Wall is a 146-inch modular TV,CNET,science & technology,us,monday,199113,1653,72,448,18-24,Nungambakkam,youtube
9mwM1VB9qs0,Will Smith Asks Strangers for Money,Jimmy Kimmel Live,entertainment,us,friday,712598,9058,510,869,25-34,T Nagar,youtube
gDXwhHm4GhM,Everything Wrong With Thor Ragnarok In 15 Minutes Or Less,CinemaSins,film & animation,us,tuesday,4069446,78982,9299,10409,25-34,Velachery,youtube
KGziD2V8Ppw,"Imagine Dragons, Miss Congeniality - Whatever It Takes (Miss Congeniality Remix/Audio)",ImagineDragonsVEVO,music,us,friday,433978,29936,522,1943,25-34,Adyar,youtube
Ek3aeUhHaFY,Primitive Technology: Lime,Primitive Technology,people & blogs,us,tuesday,3312590,117114,1509,10094,35-50,T Nagar,youtube
POcPgCMwYGE,"Best Mic'd Up Sounds of Week 14, 2017 | Sound FX | NFL Films",NFL,sports,us,thursday,101289,1767,33,224,35-50,T Nagar,youtube
EJjh19zO1lk,Zurcaroh: Golden Buzzer Worthy Aerial Dance Group Impresses Tyra Banks - America's Got Talent 2018,America's Got Talent,entertainment,us,wednesday,1375741,25326,553,2278,25-34,OMR,youtube
KtlERZ5WnaU,I TRIED FOLLOWING A JAMES CHARLES MAKEUP TUTORIAL,Ricky Dillon,comedy,us,thursday,351073,17934,539,1179,13-17,OMR,youtube
0noUI5HLY4I,Honest workout routine,AnthonyPadilla,comedy,us,monday,136041,10366,276,1345,18-24,Velachery,youtube
qLVZiKDNxtw,Is Sam Smith Team Kim Kardashian Or Team Taylor Swift? | Plead The Fifth | WWHL,Watch What Happens Live with Andy Cohen,entertainment,us,wednesday,99577,969,197,223,50+,Velachery,youtube
dJCKavW22PM,70 People Reveal How to Tell If Someone Is From Their Country | CondÃ© Nast Traveler,CondÃ© Nast Traveler,travel & events,us,thursday,450457,11692,308,2205,50+,Velachery,youtube
5PB2YzNddI8,Jessie J - Queen (Audio),JessieJVEVO,music,us,friday,552011,28626,482,1405,13-17,T Nagar,youtube
faYA_upR_a0,Purrthday Cake (A 10th Birthday Special) - Simon's Cat | BLACK & WHITE,Simon's Cat,pets & animals,us,sunday,386573,21609,199,1602,18-24,Anna Nagar,youtube
QDk-xa1oBXw,GRAPEFRUIT PEEL STEAK Bistec de Toronja | HARD TIMES - recipes from times of food scarcity,emmymadeinjapan,howto & style,us,friday,205138,8452,179,1636,18-24,T Nagar,youtube
GnGPAYvve1A,#ProudToCreate: Pride 2018,YouTube Spotlight,entertainment,us,thursday,1291035,47762,125583,89296,25-34,T Nagar,youtube
UXm1xHECZu0,This Week I Learned to Saber a Champagne Bottle,Mike Boyd,entertainment,us,tuesday,406960,27175,150,2350,25-34,Nungambakkam,youtube
J2HytHu5VBI,we broke up,David Dobrik,people & blogs,us,tuesday,28737776,1869491,90494,301693,18-24,Adyar,youtube
7bfS6seiLhk,The Kissing Booth | Official Trailer [HD] | Netflix,Netflix,entertainment,us,tuesday,5292777,113889,4820,4299,18-24,OMR,youtube
WXTNngJsBrI,Power | Season 5 Official Trailer | STARZ,STARZ,entertainment,us,friday,385439,6415,68,599,25-34,Anna Nagar,youtube
XblV5A1PlDo,Three Days Grace - The Mountain (Official Video),ThreeDaysGraceVEVO,music,us,thursday,1171252,66728,1568,6562,25-34,Velachery,youtube
duXW_wPTw0o,PATRICKSTARRR TRANSFORMING ME INTO PATRICKSTARRR,NikkieTutorials,howto & style,us,thursday,1509816,100551,1259,4177,25-34,Anna Nagar,youtube
0zZ0Y_UZRBw,THE GREEN MAKEUP CHALLENGE! | NikkieTutorials,NikkieTutorials,howto & style,us,thursday,2199487,136391,1810,11013,25-34,T Nagar,youtube
H8bmr4oR19c,SURPRISE MARRIAGE PROPOSAL! Our 5 Year Love Story â™¥,Karina Garcia,howto & style,us,saturday,2332611,108176,2260,19894,25-34,T Nagar,youtube
yArprk0q9eE,This Particle Breaks Time Symmetry,Veritasium,education,us,tuesday,1026275,51253,747,3396,18-24,Tambaram,youtube
Nl0iGMkxwcc,The Sibling Rivalry Behind Adidas Versus Puma,Great Big Story,people & blogs,us,tuesday,155036,4840,71,301,35-50,OMR,youtube
MSzytvDsPfo,Cut for Time: Hallmark Channel Christmas Promo (James Franco) - SNL,Saturday Night Live,entertainment,us,thursday,1201245,14997,649,805,25-34,Adyar,youtube
hlrvK4xnLKA,I Wore BADgal BANG Mascara For 36 Hours,Allie Glines,howto & style,us,saturday,146272,4383,230,512,35-50,Velachery,youtube
jC4NNUYIIdM,âš« How The Black Point Message Crashes Android Apps,Tom Scott,education,us,friday,1057553,30711,771,2837,25-34,Porur,youtube
p2P5jrcNwY4,Stephen A. speculates what LeBron James told Lonzo Ball after Lakers-Cavaliers | First Take | ESPN,ESPN,sports,us,friday,423760,4141,257,959,35-50,T Nagar,youtube
i_nLsG_asQg,Blake Shelton - I Lived It (Official Music Video),Blake Shelton,music,us,friday,279586,7485,294,484,13-17,Anna Nagar,youtube
7wDUrQAaYsM,"Enrique Iglesias, Pitbull - MOVE TO MIAMI (Lyric Video)",EnriqueIglesiasVEVO,music,us,thursday,1346416,53330,2234,3236,18-24,Anna Nagar,youtube
4LlQwTgB5Rc,Dave Matthews Band - Samurai Cop (Oh Joy Begin) (Visualizer),davematthewsbandVEVO,music,us,thursday,436582,5671,214,465,13-17,Tambaram,youtube
U0FRd8BbRW4,Mulan Hair Cut,Aymeric Favard,sports,us,saturday,16231,103,7,15,18-24,Nungambakkam,youtube
MAjY8mCTXWk,"å‘¨æ°å€« Jay Chouã€ä¸æ„›æˆ‘å°±æ‹‰å€’ If You Don't Love Me, It's Fineã€‘Official MV",æ°å¨çˆ¾éŸ³æ¨‚ JVR Music,music,us,monday,17937505,133471,9763,14907,25-34,Anna Nagar,youtube
tAn7wxn2Atk,Drop the Mic: Pentatonix vs Bell Biv Devoe - FULL BATTLE | TBS,TBS,entertainment,us,wednesday,1015150,15774,1605,2308,50+,Porur,youtube
GOALfmDp_Dg,*SPOILER* 4th Eliminated Queen RuPaul's All Stars 3: Behind the Scenes,WOWPresents,entertainment,us,friday,255620,6359,248,1399,13-17,Tambaram,youtube
CwKp6Xhy3_4,Chris Young - Hangin' On,ChrisYoungVEVO,music,us,monday,1331911,8309,633,333,18-24,Anna Nagar,youtube
Fr0wEsISRUw,Introducing Haven,Freedom of the Press Foundation,science & technology,us,friday,481100,3047,261,519,35-50,Velachery,youtube
2QMjAiy_2t8,Kanye West Played 'Connect 4' During His Daughter's Delivery,TheEllenShow,entertainment,us,monday,1912737,32162,1114,1425,18-24,Velachery,youtube
DWG2mSSBi8U,Do You Want to Hear a Woke Eminem? | Everyday Struggle,Complex,entertainment,us,wednesday,178624,4019,505,2486,18-24,Nungambakkam,youtube
Nb_t6X541yo,MY MOM ANSWERS YOUR QUESTIONS,SuperwomanVlogs,people & blogs,us,monday,265610,15887,214,1107,35-50,T Nagar,youtube
qfZcxeqa1g4,M&Mâ€™S Super Bowl Commercial 2018 (featuring Danny DeVito) â€“ â€˜Humanâ€™ :30,mmschocolate,entertainment,us,monday,268840,2537,112,224,25-34,Tambaram,youtube
ZJDMWVZta3M,Incredibles 2 Official Teaser Trailer,Disneyâ€¢Pixar,film & animation,us,saturday,29964922,431134,12821,47119,18-24,Anna Nagar,youtube
f2xPEy4PrmA,Tortoise Chases Cat - 977359-7,RM Videos,comedy,us,wednesday,32725,143,4,7,18-24,OMR,youtube
EbbL8NhdTQE,HUGE problem at the new house...,Tanner Fox,film & animation,us,monday,1201209,22054,8884,2035,35-50,Velachery,youtube
mQ055hHdxbE,John Mayer - New Light (Premium Content!),John Mayer,music,us,thursday,5378670,173447,3584,14032,18-24,Adyar,youtube
vnuk6bbPXeY,Kim Kardashianâ€™s Makeup Artist Mario Breaks Down Her Makeup Looks | Allure,Allure,entertainment,us,thursday,257202,5756,174,358,13-17,Tambaram,youtube
r8KvT9pZs7k,Watch â€˜Pacific Rim Uprisingâ€™ Destroy Sydney | Anatomy of a Scene,The New York Times,news & politics,us,friday,758015,4599,388,976,35-50,Tambaram,youtube
ltzy5vRmN8Q,Burger King | Whopper Neutrality,BURGER KING,entertainment,us,wednesday,3631612,113010,8883,19321,13-17,Porur,youtube
q8kLoRnzgLQ,50 AMAZING Facts to Blow Your Mind! #94,MatthewSantoro,education,us,wednesday,444591,13046,706,1161,25-34,T Nagar,youtube
WbgIREVg2JU,PHYSICIANS FORMULA BUTTER PALETTE | REVIEW + DEMO,KathleenLights,howto & style,us,wednesday,519465,25697,755,2827,18-24,OMR,youtube
UhiXEgqhBWs,Lauv - Bracelet [Official Audio],Lauv,music,us,thursday,1648383,39241,331,1419,50+,T Nagar,youtube
leHtDz4Mj0M,China BANS Hip Hop From Television,fantano,music,us,wednesday,90126,3097,87,1280,18-24,Velachery,youtube
n-DTjpde9-0,"Spinning a Record to Pieces at 12,500fps - The Slow Mo Guys",The Slow Mo Guys,entertainment,us,saturday,4133297,97950,2169,7607,18-24,Adyar,youtube
vI4LHl4yFuo,Google - Year In Search 2017,Google,science & technology,us,wednesday,618753,38230,2289,4633,18-24,Velachery,youtube
ZsN1V9Hjfvg,Margot Robbie: How Hollywood's Horrible Situation Brings Actresses Together | Close Up With THR,The Hollywood Reporter,entertainment,us,friday,90745,997,80,145,18-24,Adyar,youtube
S_lN0-gtWF4,The Last Movie Star | Official Trailer HD | A24,A24,film & animation,us,thursday,73309,696,68,124,35-50,Nungambakkam,youtube
gPHVLxm8U-0,Courtney Hadwin: 13-Year-Old Golden Buzzer Winning Performance - America's Got Talent 2018,America's Got Talent,entertainment,us,wednesday,5829270,87323,3668,11933,50+,T Nagar,youtube
sRbhD2unwBc,Rochdale vs. Tottenham Hotspur | 2017-18 FA Cup Highlights,FOX Soccer,sports,us,sunday,55316,469,43,86,18-24,OMR,youtube
mNj27CgDAhQ,The Voice 2017 Keisha Renee - Top 10: All By Myself,The Voice,entertainment,us,tuesday,373695,7672,385,1104,18-24,Velachery,youtube
AshvBTw5Z84,Homemade Hydraulic Hulkbuster,colinfurze,entertainment,us,thursday,2619044,88838,1538,4640,25-34,T Nagar,youtube
1cgK-BIrXes,#VeteransDay: Thank You for Everything,YouTube Spotlight,entertainment,us,friday,849499,27121,2042,5181,35-50,T Nagar,youtube
CfvTmIEN2Hc,X Ambassadors - Don't Stay (Audio),XAmbassadorsVEVO,music,us,friday,248392,12194,157,376,18-24,Nungambakkam,youtube
HBS9783c0BI,Jaden Smith: Watch Me,The Late Late Show with James Corden,entertainment,us,tuesday,102639,3218,1085,475,18-24,Porur,youtube
aJ9XruZm_Hg,â€˜The Grand Tourâ€™ CafÃ©,The Grand Tour,entertainment,us,wednesday,400698,11408,1699,1246,18-24,Porur,youtube
S10azlzvS_8,[MV] MAMAMOO (ë§ˆë§ˆë¬´) _ Paint Me (ì¹ í•´ì¤˜),1theK (ì›ë”ì¼€ì´),music,us,thursday,1614627,125837,1547,10781,25-34,Nungambakkam,youtube
JANApS0P4z8,Casually Explained: Levels of Wealth,Casually Explained,comedy,us,saturday,917612,67414,1364,4181,13-17,Anna Nagar,youtube
iILJvqrAQ_w,Charlie Puth - BOY [Official Audio],Charlie Puth,music,us,friday,9915555,121094,2737,5671,25-34,Velachery,youtube
MybjFHx_wfc,How Smart Are You? (TEST),AsapSCIENCE,science & technology,us,friday,692006,22148,1435,2452,18-24,OMR,youtube
wppAQ8uZpfQ,How Millennials Are Killing the Diamond Industry,Cracked,comedy,us,sunday,644576,29669,4862,4963,25-34,Velachery,youtube
VaGcPRMY5UM,"Tinashe - Me So Bad (Official Video) ft. Ty Dolla $ign, French Montana",TinasheOfficialVEVO,music,us,friday,2900729,105699,4103,5289,13-17,Velachery,youtube
J4vdqPcGJI4,Eagles' Home Radio Call of the Last Play of Super Bowl 52 | NFL Highlights,Highlight Heaven,sports,us,monday,94944,1906,62,323,25-34,Velachery,youtube
tUbky9YzPZY,HUGE Pond Jump FAIL!!,RomanAtwoodVlogs,people & blogs,us,saturday,1573462,58903,2496,6286,25-34,Adyar,youtube
_JhaVNJb3ag,Heart-Wrenching Video: Starving Polar Bear on Iceless Land | National Geographic,National Geographic,pets & animals,us,monday,512127,10004,1455,5971,25-34,Adyar,youtube
r15_6z9xryo,Inside The World's Only Private Boeing 787 Dreamliner!,Sam Chui,travel & events,us,friday,2200529,17822,1819,1783,13-17,T Nagar,youtube
BspHjvU11y4,Kelly Clarkson - Meaning of Life [Official Video],Kelly Clarkson,music,us,sunday,2221927,48455,1119,2492,18-24,Velachery,youtube
Bmn2STJUWJs,Britney Spears - Toxic [Full HD] (New Year's Eve 2018),Piece Of Me Tour Planet Hollywood,music,us,monday,427861,4299,2704,1948,18-24,Adyar,youtube
0fepqIO57f8,The Black Dot of Death Crashes iPhones! Beware,EverythingApplePro,entertainment,us,wednesday,615227,14261,579,2938,18-24,Adyar,youtube
7COF8AhH9Z8,Celebrations in Zimbabwe after Robert Mugabe resigns,CNN,news & politics,us,tuesday,30156,203,46,301,35-50,Anna Nagar,youtube
Ld57wNXddGU,best pirate i've ever seen,hwow,gaming,us,friday,176847,4946,56,186,25-34,OMR,youtube
zZ9FciUx6gs,Nickelback - The Betrayal Act III [Official Video],Nickelback,music,us,monday,388443,15160,763,1240,25-34,T Nagar,youtube
aB-UKwO367s,Film Theory: How Star Wars Theories KILLED Star Wars: The Last Jedi!,The Film Theorists,film & animation,us,friday,3922298,129154,12466,38382,18-24,Velachery,youtube
eZQdQ5pV6EE,TEACHING CASEY HOW TO VLOG,Peter McKinnon,people & blogs,us,tuesday,497621,28271,436,4353,35-50,Tambaram,youtube
WIkBvAmXyGU,"2018 Golden Globes: Who Should Win, Who Will Win | THR",The Hollywood Reporter,entertainment,us,friday,24047,264,20,125,18-24,Adyar,youtube
HMU5njzTAK0,Ë—ËË‹ Girl Friday â€¢ Julia Ling Kelleher ËŽËŠË—,LaMadelynn,film & animation,us,saturday,70502,3204,165,127,13-17,Anna Nagar,youtube
TI5bEf-BULU,How Michael B. Jordan's Black Panther Makeup Was Done â€” Exclusive Behind The Scenes,INSIDER,entertainment,us,friday,11792860,119044,3708,5268,13-17,OMR,youtube
5Q7mKQmNWSE,"Samsung Galaxy Note 8 Not Charging , Dead Battery, problems, Sprint Mobile *UPDATE",Gcincorp Ecommerce and Real Estate,science & technology,us,tuesday,151563,240,167,414,18-24,Adyar,youtube
vRf3azp1pak,Ariana Grande - No Tears Left To Cry (Live On The Tonight Show Starring Jimmy Fallon),ArianaGrandeVevo,music,us,friday,1783394,119622,1755,6662,25-34,Tambaram,youtube
jPkRGHivRD8,BURGER Menu Taste Test,emmymadeinjapan,howto & style,us,sunday,78860,3449,172,508,25-34,OMR,youtube
wrpeEitIEpA,Last Week Tonight: Season 5 Official Trailer (HBO),LastWeekTonight,film & animation,us,monday,819737,40761,1379,2899,35-50,Adyar,youtube
B3qT1k0r9pw,Julia Michaels - Jump (Lyric Video) ft. Trippie Redd,JuliaMichaelsVEVO,music,us,friday,1464187,41836,458,1286,18-24,Velachery,youtube
I2sRc3j7IU0,Crossing A Line (Official Video) - Mike Shinoda,Mike Shinoda,music,us,thursday,1360200,80868,1081,4906,18-24,T Nagar,youtube
GcbsIv3QdFs,It's Here!!! CASEY NEISTAT MERCH,CaseyNeistat,people & blogs,us,sunday,1227610,54782,4640,8382,18-24,Anna Nagar,youtube
RQUuqbzQVsY,"Liam Payne, Rita Ora - For You (Fifty Shades Freed)",FiftyShadesVEVO,music,us,friday,13809604,475593,9170,20933,18-24,Velachery,youtube
Xpv-sEKl1B4,"Why You Should Wake Up at 4:30 AM Every Day, According To A Navy SEAL",Business Insider,howto & style,us,sunday,2567982,50065,2345,6732,25-34,Adyar,youtube
BxhxZHqHDGA,"Visit an Immense, Real-Life Fairy-Tale Castle | National Geographic",National Geographic,travel & events,us,saturday,49115,1900,21,132,13-17,Adyar,youtube
U5sCjnezw4o,Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,MassLive,news & politics,us,friday,129828,777,94,293,18-24,Anna Nagar,youtube
_zu53yAoTJE,U2 - Get Out Of Your Own Way (Official Video),U2VEVO,music,us,thursday,448807,10402,4113,4173,18-24,T Nagar,youtube
Id2hMkmcIMA,Ascend Thailandâ€™s Temple of the Rising Dragon,Great Big Story,people & blogs,us,thursday,43006,1868,33,103,35-50,Velachery,youtube
NBupCHcJ914,DIY MASTER EP 3: Boho Shibori Tie Dye,LaurDIY,howto & style,us,sunday,1203227,72652,1145,9413,50+,Anna Nagar,youtube
KONe4SNFA64,Rihanna's Epic 10-Minute Guide to Going Out Makeup | Beauty Secrets | Vogue,Vogue,howto & style,us,thursday,4713144,382018,3140,18380,35-50,OMR,youtube
LE7QEIy-6NE,WASHING MY EYEBALLS... OMG ðŸ™ˆ TINA TRIES IT,Tina Yong,howto & style,us,thursday,419406,11473,397,1107,25-34,T Nagar,youtube
GhxqY5E_ASw,Amy's Baking Company SUBMISSION VIDEO | Kitchen Nightmares,Kitchen Nightmares,entertainment,us,wednesday,834067,11876,472,2079,18-24,Adyar,youtube
oNpzeIdOtlk,Who Was the YouTube Shooter? | NYT News,The New York Times,news & politics,us,wednesday,1816646,9181,5565,11070,35-50,Nungambakkam,youtube
xsqInns6LXQ,Lost Voice Guy has the audience ROARING with unique comedy routine | Auditions | BGT 2018,Britain's Got Talent,entertainment,us,saturday,1412847,37808,734,0,25-34,T Nagar,youtube
36DAv_m8Mlw,MNEK - Colour (Lyric Video) ft. Hailee Steinfeld,MNEKVEVO,music,us,friday,428116,23272,393,976,13-17,Velachery,youtube
IyRRk3wgKMo,LOOK AT WHAT HE TURNED ME INTO... (ft. James Charles),FaZe Rug,gaming,us,thursday,1918104,149639,28559,46693,18-24,T Nagar,youtube
HNvX4pY1TLI,"Trump: US, France and UK launch strikes on Syria",CNN,news & politics,us,saturday,819260,7504,8233,14624,35-50,OMR,youtube
86ysRAffCpI,VLOG 8 l Weekend Night Routine l Olivia Jade,Olivia Jade,howto & style,us,tuesday,493096,20351,932,1005,18-24,Adyar,youtube
GFU-y2ldabU,Hip-Hop Stars Get Bling from this Woman,INSIDER,people & blogs,us,tuesday,621488,13030,452,1838,35-50,Velachery,youtube
jYnEHDHp32E,Lightning's Vasilevskiy has potential save-of-the-year candidate against Kings,SPORTSNET,sports,us,sunday,219022,2035,40,235,25-34,Adyar,youtube
UOHURuAf5iY,Questions about Concrete Answered - The Basics,Practical Engineering,education,us,tuesday,233867,13328,115,1515,18-24,Porur,youtube
g5CNiarSdbU,Breaking In Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,film & animation,us,thursday,328847,6805,861,1012,18-24,T Nagar,youtube
VA7Y_Psp5l4,End Game - Behind The Scenes,Taylor Swift,music,us,friday,992257,49159,1019,3295,18-24,T Nagar,youtube
ktafrbsKeZw,Intuit | A Giant Story,Intuit,science & technology,us,thursday,10925479,23230,7997,1786,13-17,Porur,youtube
Dv4Ph97jv44,tWitch Surprises a High School Senior for His Prom,TheEllenShow,entertainment,us,friday,1650078,49066,710,1452,13-17,Adyar,youtube
5TXSR9Jel24,'Winchester' Clip Shows Spooky House in Helen Mirren's Haunting New Movie,INSIDER,entertainment,us,friday,49958,439,33,78,25-34,Porur,youtube
beb8zCGMsbI,James Veitchâ€™s Elaborate Wrong Number Prank  - CONAN on TBS,Team Coco,comedy,us,thursday,1980233,57906,895,857,18-24,Adyar,youtube
Bzu4G8uZs-4,"Selena Gomez, Marshmello - Wolves",SelenaGomezVEVO,music,us,wednesday,1406093,105177,1218,3635,18-24,Tambaram,youtube
XUIwpXq_jBo,TOMB RAIDER TEMPLE CAKE - NERDY NUMMIES,Rosanna Pansino,howto & style,us,tuesday,430106,18058,294,3214,18-24,Velachery,youtube
#NAME?,Watch This Video When Youâ€™re Feeling Down,Markiplier,people & blogs,us,thursday,1269792,129101,1608,23272,50+,OMR,youtube
_rPgJ_CgiZM,Funeral For Former First Lady Barbara Bush | NBC News,NBC News,news & politics,us,saturday,391138,2837,925,0,25-34,Porur,youtube
kce7M5FJ5GM,love,Berd,comedy,us,wednesday,265267,21106,342,1712,18-24,Adyar,youtube
